Review
"Setiap kali pesan Gojek, data dan GPS saya aktif, tapi begitu tekan “booking” tiba-tiba sinyal hilang dan koneksi terputus sendiri. Setelah itu pesanan tidak masuk, lalu saat saya coba tekan lagi malah jadi order dua ojek sekaligus. Selain itu, saat memilih titik penjemputan pakai data seluler dan GPS aktif, sering juga koneksi hilang. Tolong segera perbaiki agar aplikasi lebih stabil dan tidak bikin pengguna sekaligus pihak driver rugi."
"anjirlah,,, mau pesan makanan aja loading nya parah. kuota ful,, disuruh ngecek jaringanlah. buka APK lain aman² aja,, mau ubah metode pembayaran gak bisa. sia² dong dop up gopay disuruh (maksa bgt) pakai tunai/cash😡😡😡😡 *sudah saya update ke versi terbaru tapi tetap lemot alias lelet. gimana mau mnta bntuan d apk tsb,, loading nya aja gak kelar²,,ujung²nya disuruh meriksa jaringan. aneh bgt"
"Fitur gofood nya kyk sampah, dikasih opsi pengantaran secara cepet, sedeng, lambat, tpi kualitas pengantaran nya sama semua, mana perbedaan harganya lumayan. Giliran ngadu ke customer care pun sama aja, penyelesaian masalah yg opsinya terbatas, gk bisa ngetik dan menjelaskan secara langsung."
PELAYANAN BURUK! sudah cancel orderan tapi saldo ga balik². WTH? akan dikembalikan dalam 14 hari kerja??? gaada call center or customer service yang bisa dihubungi pada aplikasi! udah bertahun² pakai GOJEK dan ternyata MENGECEWAKAN. Narik saldo cepat! gilaran balikin lama!
"saya salah pilih di menu gofood. ketika saya sadar setelah pesan. 1 detik kemudian. tidak ada pilihan tombol batalkan pesanan. jdi terpaksa saya harus beli, itu pun chat dgn csnnya susah. tidak bisa langsung, di Batasin. aneh aplikasi ini. gak jelas"
"Saran kalau semisal kita dapat driver posisi aplikasi mereka ON tolong jangan diterima secara otomatis. Terutama utk Go-Car, saya dapat driver tapi sering kali driver tidak bergerak! Dikira apk yg error atau gangguan jaringan ternyata sudah nunggu lama memang driver tidak bergerak hanya diterima otomatis oleh aplikasinya. Terima kasih"
"Sulit sekali mengklaim refund dari online shope!!! Padahal jumlahnya juga lumayan... udah coba menghubungi customer service gopay, dan harus lewat telepon pulsa, suruh upload dokumen yang diperlukan ke email juga sudah dilakukan, tapi masih belum mendapatkan kepastian refund!! 😭 tolong ya gojek ini kami harus gimana biar uang refund nya masuk?? jangan bot mulu ya yg jawabb :) sekian terima kasih"
"Maaf yaa sebelumnya buat yg punya apk Gojek, saya bukan driver atau pengguna mitra. Cuma saya melihat sendiri byk dimedsos maupun di sekitar saya yg kerja sebagai driver kalian. Sangat disayangkan sekali banyak kasus yg mana driver kena suspend karena costumer ngasih bintang asal2an cuma gara2 masalah yg gak bikin customer itu gak terancam apapun, apalagi gak sedikit yg ternyata dilakukan sengaja oleh costumer entah itu karena 00n, bahkan iseng nutup rejeki orang! tolong dicek lagi pengaduannya"
"kesel banget sama gojek, setiap kali order mau checkout tiba-tiba harganya ganti sendiri. bukannya lebih murah, malah tambah mahal. udah jarang ada promo, ongkir mahal gila, sekalinya mau checkout harganya ganti-ganti seenak jidat. ga akuntabel"
"kebiasaan ya sudah capek2 tunggu sampai 30 menit, tau2 orderan dibatalin sama penjual padahal drivernya sudah tunggu di restonya, gak sekali 2x saya alami hal seperti ini, ini emang dari pihak gojeknya apa restonya yang main2, padahal saya kalau order makanan tak pernah saya cancel, tolong donk kalau emang resto2 yang tidak amanah jangan dimasukkan di aplikasinya diseleksi dulu."
"Aplikasinya cukup membantu terutama untuk mobilisasi. Tapi sayangnya ditahun ini, udah dua kali saya order makanan dan udah lock alamat rumah saya, tp ketika diantar malah ke tempat random yang jauh dari rumah saya. Saya sudah pakai aplikasi gojek lebih dari 3 tahun dan sebelumnya ga pernah kejadian seperti ini. mohon diperbaiki lagi"
"sudah di beri ijin akses lokasi, lokasi default di filipina, mau coba tetep order tidak bisa, mau hubungi cs lewat menu bantuan tidak tersedia, whatssap call center tidak ada, email tidak ada, ini kok jadi tidak jelas sekarang? kembali ke indonesia mau coba pakai lagi kok memprihatinkan layanannya"
"tolong hilangkan sistem cancel oleh sistem pada saat ada orderan food.. karena di kasih orderannya pun sangat ngebless, jauh bgt, sy pernah penjemputan hingga 5,3km. sedangkan di perjalanan kadang macet atau kendala apalah sebagainya."
